Source.Port,Destination.Port,URG.Flag.Count,min_seg_size_forward,L7Protocol,ProtocolName
40198,8089,1,32,7,HTTP
52471,3128,1,20,126,GOOGLE
58195,443,0,32,126,GOOGLE
59042,80,0,32,7,HTTP
3128,51090,1,20,7,HTTP
57397,3128,0,20,131,HTTP_PROXY
33923,443,0,32,91,SSL
43916,443,1,32,124,YOUTUBE
58658,3128,0,20,131,HTTP_PROXY
52632,3128,0,20,131,HTTP_PROXY
60892,443,0,32,126,GOOGLE
52590,443,0,32,91,SSL
60075,3128,0,20,131,HTTP_PROXY
3128,59444,0,20,131,HTTP_PROXY
57235,443,0,32,124,YOUTUBE
41078,80,1,32,7,HTTP
40276,443,0,32,91,SSL
57522,443,0,20,91,SSL
34938,443,1,32,91,SSL
50019,3128,0,20,130,HTTP_CONNECT
61935,3128,0,20,131,HTTP_PROXY
49734,3128,1,20,126,GOOGLE
43312,443,0,32,126,GOOGLE
58999,3128,0,20,131,HTTP_PROXY
44752,80,0,32,7,HTTP
3128,53955,1,20,7,HTTP
42442,443,0,32,68,MSN
3128,59770,0,20,7,HTTP
45003,443,0,32,126,GOOGLE
62375,3128,0,20,126,GOOGLE
58181,443,0,32,126,GOOGLE
35485,443,0,32,91,SSL
44141,443,0,32,91,SSL
50651,3128,0,20,124,YOUTUBE
42105,443,0,32,126,GOOGLE
50118,3128,0,20,131,HTTP_PROXY
41740,443,1,32,91,SSL
62989,3128,1,20,124,YOUTUBE
3128,53198,1,20,7,HTTP
35764,80,0,32,7,HTTP
3128,49784,0,20,131,HTTP_PROXY
45201,80,1,32,126,GOOGLE
50664,3128,0,20,130,HTTP_CONNECT
60776,3128,0,20,130,HTTP_CONNECT
60665,443,0,32,126,GOOGLE
3128,53956,1,20,7,HTTP
3870,3128,1,32,130,HTTP_CONNECT
50240,443,0,20,91,SSL
43514,443,0,32,91,SSL
3128,2601,1,20,7,HTTP
40362,443,0,32,91,SSL
3128,49554,0,20,131,HTTP_PROXY
63003,3128,0,20,130,HTTP_CONNECT
1606,3128,0,20,131,HTTP_PROXY
50963,3128,1,20,125,SKYPE
3128,65133,0,20,131,HTTP_PROXY
50088,3128,1,20,131,HTTP_PROXY
1691,3128,0,20,124,YOUTUBE
3128,46538,1,32,7,HTTP
55949,3128,0,20,131,HTTP_PROXY
49660,3128,1,32,130,HTTP_CONNECT
50756,3128,1,20,131,HTTP_PROXY
60197,80,0,32,220,CLOUDFLARE
51568,3128,0,20,130,HTTP_CONNECT
3128,61477,1,20,7,HTTP
443,57645,0,32,126,GOOGLE
57935,443,0,32,126,GOOGLE
53711,80,1,32,7,HTTP
46415,443,0,32,91,SSL
64509,3128,0,32,130,HTTP_CONNECT
51516,3128,1,20,119,FACEBOOK
56881,3128,1,20,130,HTTP_CONNECT
58575,3128,0,20,131,HTTP_PROXY
55337,3128,1,20,126,GOOGLE
3128,56612,0,20,131,HTTP_PROXY
38928,80,0,32,178,AMAZON
40871,3128,0,32,130,HTTP_CONNECT
52545,80,0,32,7,HTTP
3128,53735,0,20,7,HTTP
38990,443,0,32,126,GOOGLE
57709,443,0,32,126,GOOGLE
53973,3128,0,20,131,HTTP_PROXY
49843,3128,0,20,126,GOOGLE
57617,443,0,32,126,GOOGLE
36861,443,1,32,126,GOOGLE
57930,3128,0,20,126,GOOGLE
58339,443,1,32,126,GOOGLE
58213,3128,0,20,126,GOOGLE
41817,80,1,32,7,HTTP
3128,44638,1,32,131,HTTP_PROXY
49249,3128,0,20,126,GOOGLE
3128,53890,1,20,7,HTTP
443,46774,0,32,178,AMAZON
3128,55835,1,20,131,HTTP_PROXY
443,35332,0,32,126,GOOGLE
443,38322,0,32,126,GOOGLE
52182,3128,1,20,126,GOOGLE
3128,49899,1,20,7,HTTP
37997,443,0,32,126,GOOGLE
60889,443,0,32,126,GOOGLE
46375,443,0,32,126,GOOGLE
47053,80,0,32,7,HTTP
51394,3128,1,20,126,GOOGLE
3128,49236,0,20,131,HTTP_PROXY
50901,3128,0,20,122,GMAIL
443,59355,0,32,126,GOOGLE
49926,3128,0,20,130,HTTP_CONNECT
36107,443,1,32,126,GOOGLE
53707,3128,0,20,131,HTTP_PROXY
60994,3128,0,20,130,HTTP_CONNECT
48307,443,0,32,126,GOOGLE
47419,80,0,32,40,CONTENT_FLASH
3128,49837,0,20,131,HTTP_PROXY
443,38039,0,32,126,GOOGLE
53068,443,1,32,119,FACEBOOK
3128,1898,0,20,7,HTTP
2234,3128,1,32,131,HTTP_PROXY
51132,443,0,32,122,GMAIL
443,43365,0,32,126,GOOGLE
47337,443,1,32,124,YOUTUBE
56133,3128,1,20,131,HTTP_PROXY
3128,58081,1,20,7,HTTP
57120,443,0,32,124,YOUTUBE
33790,443,1,32,126,GOOGLE
443,42978,0,32,126,GOOGLE
36071,3128,0,32,130,HTTP_CONNECT
36365,80,0,32,40,CONTENT_FLASH
39694,3128,0,32,130,HTTP_CONNECT
3128,51596,0,20,131,HTTP_PROXY
49831,3128,0,20,124,YOUTUBE
52820,3128,0,20,131,HTTP_PROXY
55200,3128,0,20,7,HTTP
1855,3128,0,20,178,AMAZON
57839,3128,0,32,131,HTTP_PROXY
50151,443,0,32,126,GOOGLE
3128,55998,0,20,131,HTTP_PROXY
54627,443,0,32,91,SSL
3128,2773,1,20,7,HTTP
3128,60347,0,20,131,HTTP_PROXY
50007,3128,0,20,130,HTTP_CONNECT
33930,443,0,32,140,APPLE
57586,443,0,32,126,GOOGLE
50089,3128,0,20,131,HTTP_PROXY
3128,60894,0,20,7,HTTP
3166,3128,0,32,130,HTTP_CONNECT
443,35829,0,32,126,GOOGLE
49095,443,0,32,126,GOOGLE
63534,3128,0,20,131,HTTP_PROXY
59943,3128,0,20,130,HTTP_CONNECT
443,60944,0,32,126,GOOGLE
52144,3128,0,20,126,GOOGLE
43540,80,0,32,7,HTTP
60216,3128,1,20,131,HTTP_PROXY
54667,3128,0,20,131,HTTP_PROXY
3128,58713,1,32,131,HTTP_PROXY
443,57250,1,32,126,GOOGLE
56860,3128,1,20,126,GOOGLE
3128,50570,0,32,7,HTTP
62837,3128,0,20,131,HTTP_PROXY
443,42967,0,32,126,GOOGLE
38412,443,0,32,126,GOOGLE
52607,3128,0,20,126,GOOGLE
45477,443,0,32,126,GOOGLE
39190,443,0,20,91,SSL
51088,3128,0,32,147,WINDOWS_UPDATE
54619,443,0,32,126,GOOGLE
3128,52716,1,20,7,HTTP
62347,3128,0,20,131,HTTP_PROXY
51725,80,0,32,7,HTTP
50024,3128,1,20,131,HTTP_PROXY
3128,52612,1,20,7,HTTP
61036,3128,0,20,126,GOOGLE
443,44227,0,32,121,DROPBOX
443,49340,0,32,126,GOOGLE
3128,50581,0,20,131,HTTP_PROXY
3128,52056,1,32,131,HTTP_PROXY
40965,443,1,32,91,SSL
38783,443,0,32,91,SSL
52153,3128,0,20,130,HTTP_CONNECT
60253,80,1,32,7,HTTP
55097,3128,0,20,124,YOUTUBE
53621,443,0,32,91,SSL
38138,443,0,32,126,GOOGLE
50774,3128,0,32,131,HTTP_PROXY
53514,443,0,32,91,SSL
59483,3128,0,20,130,HTTP_CONNECT
49243,3128,0,20,70,YAHOO
53005,443,0,32,126,GOOGLE
61465,3128,0,20,131,HTTP_PROXY
443,48418,0,32,91,SSL
443,43130,0,32,126,GOOGLE
39450,443,0,32,126,GOOGLE
45142,80,0,32,7,HTTP
52032,3128,0,20,126,GOOGLE
55835,80,0,32,7,HTTP
53964,3128,0,20,131,HTTP_PROXY
46973,3128,0,32,119,FACEBOOK
57352,443,0,32,70,YAHOO
54029,2221,0,32,7,HTTP
3128,58246,0,20,131,HTTP_PROXY
54632,3128,0,20,126,GOOGLE
49893,3128,1,20,131,HTTP_PROXY
51173,3128,1,20,122,GMAIL
60301,80,0,32,7,HTTP
55812,3128,1,20,126,GOOGLE
3128,56111,1,20,7,HTTP
57881,443,1,32,91,SSL
3128,49725,0,32,131,HTTP_PROXY
53792,3128,0,20,70,YAHOO
3127,3128,1,20,7,HTTP
54787,3128,0,20,126,GOOGLE
51624,3128,0,20,126,GOOGLE
35819,443,0,32,91,SSL
34044,443,0,32,120,TWITTER
54785,3128,0,20,131,HTTP_PROXY
52795,3128,0,20,131,HTTP_PROXY
3128,53437,1,32,7,HTTP
49965,3128,0,20,126,GOOGLE
52221,3128,1,20,126,GOOGLE
3128,51542,1,32,7,HTTP
3128,51177,0,20,131,HTTP_PROXY
60867,3128,0,32,126,GOOGLE
60813,80,1,32,212,MICROSOFT
3128,49507,1,20,7,HTTP
58818,443,0,32,124,YOUTUBE
3128,49671,0,20,131,HTTP_PROXY
45362,443,0,32,91,SSL
47496,443,0,32,126,GOOGLE
35114,80,0,32,7,HTTP
57034,443,0,32,126,GOOGLE
36525,80,0,32,212,MICROSOFT
49397,3128,0,32,126,GOOGLE
50909,3128,1,20,130,HTTP_CONNECT
58826,443,1,32,126,GOOGLE
49692,3128,0,20,147,WINDOWS_UPDATE
49011,443,1,32,91,SSL
2440,3128,0,20,126,GOOGLE
43006,443,1,32,126,GOOGLE
60905,3128,0,20,126,GOOGLE
58436,443,0,32,126,GOOGLE
55656,3128,0,20,126,GOOGLE
50515,443,1,32,178,AMAZON
49895,3128,0,20,131,HTTP_PROXY
54709,3128,0,20,131,HTTP_PROXY
59153,3128,0,20,122,GMAIL
33097,443,0,32,91,SSL
51026,3128,0,20,131,HTTP_PROXY
52251,3128,0,20,130,HTTP_CONNECT
50704,3128,0,20,124,YOUTUBE
50067,3128,0,20,130,HTTP_CONNECT
51419,443,0,32,91,SSL
51395,3128,0,20,131,HTTP_PROXY
54462,3128,0,20,126,GOOGLE
49850,3128,0,20,131,HTTP_PROXY
50449,3128,0,20,130,HTTP_CONNECT
49329,3128,0,20,131,HTTP_PROXY
51034,3128,0,20,131,HTTP_PROXY
51364,3128,0,20,130,HTTP_CONNECT
3128,49280,0,20,7,HTTP
55830,3128,0,20,131,HTTP_PROXY
56925,3128,0,20,124,YOUTUBE
43010,443,0,32,91,SSL
54354,443,0,32,124,YOUTUBE
41625,80,0,32,126,GOOGLE
54940,3128,0,20,131,HTTP_PROXY
3128,51964,0,20,7,HTTP
33525,443,0,32,70,YAHOO
58094,443,0,32,91,SSL
33156,443,0,32,122,GMAIL
56034,443,1,32,126,GOOGLE
3128,53739,0,20,131,HTTP_PROXY
3892,3128,0,20,131,HTTP_PROXY
443,34081,0,32,91,SSL
55400,3128,0,32,130,HTTP_CONNECT
62656,3128,0,20,131,HTTP_PROXY
47128,443,0,32,91,SSL
57106,3128,0,20,131,HTTP_PROXY
59852,3128,0,20,131,HTTP_PROXY
51240,443,0,32,91,SSL
48080,443,0,32,126,GOOGLE
64532,3128,0,20,131,HTTP_PROXY
42797,443,0,32,126,GOOGLE
3128,50681,1,20,7,HTTP
48124,443,1,20,91,SSL
49499,443,1,32,126,GOOGLE
52920,3128,1,20,124,YOUTUBE
52756,3128,1,20,130,HTTP_CONNECT
3128,52257,1,20,7,HTTP
51577,443,1,32,91,SSL
46233,443,0,32,91,SSL
443,33973,0,32,121,DROPBOX
39086,443,1,20,91,SSL
53456,443,1,32,124,YOUTUBE
50410,3128,0,20,126,GOOGLE
60017,3128,0,20,131,HTTP_PROXY
50673,3128,1,20,126,GOOGLE
3128,51291,0,20,131,HTTP_PROXY
36750,443,0,32,126,GOOGLE
34697,443,0,32,91,SSL
49447,3128,0,32,130,HTTP_CONNECT
49568,3128,0,20,212,MICROSOFT
34422,443,0,32,124,YOUTUBE
80,48214,0,32,7,HTTP
57394,443,0,32,126,GOOGLE
50857,3128,1,20,126,GOOGLE
3128,49914,0,20,7,HTTP
48300,443,0,32,126,GOOGLE
57399,3128,0,20,131,HTTP_PROXY
51449,80,0,32,178,AMAZON
43724,443,1,32,91,SSL
45818,80,0,32,178,AMAZON
3128,59307,0,20,131,HTTP_PROXY
3128,60397,1,20,7,HTTP
50071,3128,0,20,131,HTTP_PROXY
3128,49461,0,20,7,HTTP
3128,57509,1,20,7,HTTP
47576,443,0,32,126,GOOGLE
60891,443,0,20,91,SSL
3128,2296,0,20,131,HTTP_PROXY
3128,61259,1,20,7,HTTP
35251,80,1,32,7,HTTP
47368,443,0,32,126,GOOGLE
3128,50263,0,20,7,HTTP
32870,443,0,32,91,SSL
41214,443,0,32,91,SSL
443,55049,0,32,126,GOOGLE
80,49616,0,32,125,SKYPE
36681,80,1,32,7,HTTP
58327,443,0,32,124,YOUTUBE
3325,3128,0,20,142,WHATSAPP
42621,443,0,32,126,GOOGLE
58625,443,0,32,91,SSL
37276,443,0,20,91,SSL
51273,3128,0,20,131,HTTP_PROXY
54983,443,1,20,91,SSL
57952,443,0,32,126,GOOGLE
50425,3128,0,20,130,HTTP_CONNECT
1369,3128,0,20,126,GOOGLE
56948,3128,0,20,130,HTTP_CONNECT
50633,3128,0,20,126,GOOGLE
58367,443,0,32,126,GOOGLE
45726,443,0,32,126,GOOGLE
56712,3128,0,20,130,HTTP_CONNECT
44457,80,0,32,7,HTTP
58900,3128,0,20,131,HTTP_PROXY
43737,443,1,32,126,GOOGLE
63402,3128,0,20,130,HTTP_CONNECT
41777,443,0,20,91,SSL
33647,80,0,32,7,HTTP
52928,443,0,32,126,GOOGLE
49543,3128,0,20,124,YOUTUBE
50955,3128,0,20,7,HTTP
54799,3128,0,20,130,HTTP_CONNECT
3128,2552,0,20,7,HTTP
53934,3128,0,20,126,GOOGLE
39344,443,0,32,126,GOOGLE
3128,53830,0,32,7,HTTP
33720,443,0,32,122,GMAIL
3141,3128,0,20,130,HTTP_CONNECT
3128,3095,1,20,7,HTTP
55286,3128,0,20,131,HTTP_PROXY
51492,3128,0,20,131,HTTP_PROXY
50228,3128,1,20,7,HTTP
49982,443,0,32,91,SSL
34371,80,1,32,147,WINDOWS_UPDATE
2807,3128,0,20,131,HTTP_PROXY
3128,49286,1,20,7,HTTP
3128,50041,1,20,7,HTTP
50247,3128,0,20,122,GMAIL
60343,80,0,32,7,HTTP
1884,3128,1,20,126,GOOGLE
52643,3128,0,20,130,HTTP_CONNECT
443,33004,0,32,126,GOOGLE
49971,443,1,32,126,GOOGLE
43189,443,1,32,126,GOOGLE
49325,3128,0,32,130,HTTP_CONNECT
59348,443,0,32,91,SSL
33041,443,1,32,70,YAHOO
62570,3128,0,20,126,GOOGLE
46362,443,0,20,91,SSL
49886,3128,0,20,131,HTTP_PROXY
53818,3128,0,32,130,HTTP_CONNECT
37597,443,0,32,126,GOOGLE
38668,443,0,32,126,GOOGLE
3128,1515,1,20,7,HTTP
33359,443,0,32,91,SSL
52729,80,0,32,212,MICROSOFT
3128,51559,1,20,7,HTTP
45847,443,1,32,126,GOOGLE
3128,59354,1,20,7,HTTP
41503,80,0,32,7,HTTP
41171,443,0,32,119,FACEBOOK
51430,3128,0,20,130,HTTP_CONNECT
45304,80,0,32,40,CONTENT_FLASH
3074,3128,0,20,126,GOOGLE
36100,443,0,32,124,YOUTUBE
54133,443,0,32,126,GOOGLE
49935,3128,0,20,126,GOOGLE
55634,3128,0,20,131,HTTP_PROXY
80,44212,1,32,178,AMAZON
50403,3128,0,20,130,HTTP_CONNECT
3128,2742,1,20,7,HTTP
57804,443,1,32,91,SSL
52253,3128,0,20,131,HTTP_PROXY
55761,443,0,32,178,AMAZON
60108,443,0,32,126,GOOGLE
58644,443,0,32,91,SSL
39408,443,0,32,91,SSL
3128,49250,1,20,7,HTTP
53362,3128,0,20,131,HTTP_PROXY
50820,3128,0,20,126,GOOGLE
3128,50300,1,20,7,HTTP
65044,3128,0,20,130,HTTP_CONNECT
50030,3128,0,20,131,HTTP_PROXY
49260,3128,1,20,130,HTTP_CONNECT
52766,443,1,32,126,GOOGLE
40343,443,1,32,91,SSL
55708,3128,0,20,130,HTTP_CONNECT
1313,3128,1,20,131,HTTP_PROXY
443,34173,1,32,91,SSL
3128,50434,1,20,7,HTTP
52930,80,1,32,126,GOOGLE
443,50095,0,32,126,GOOGLE
47337,80,1,32,126,GOOGLE
57487,3128,0,20,131,HTTP_PROXY
44062,443,0,32,91,SSL
443,45528,0,32,121,DROPBOX
53614,80,0,32,126,GOOGLE
40388,443,0,32,91,SSL
47180,443,0,32,126,GOOGLE
63762,3128,0,20,131,HTTP_PROXY
49791,3128,0,20,126,GOOGLE
51014,3128,0,20,131,HTTP_PROXY
55952,3128,0,20,131,HTTP_PROXY
51262,3128,0,20,124,YOUTUBE
54046,3128,0,20,124,YOUTUBE
49959,3128,1,20,124,YOUTUBE
43384,443,0,32,122,GMAIL
80,59163,0,32,7,HTTP
42920,443,0,32,126,GOOGLE
49854,3128,0,20,126,GOOGLE
443,37142,1,32,124,YOUTUBE
42567,443,1,32,91,SSL
51846,80,1,32,7,HTTP
44771,443,0,32,91,SSL
443,41585,0,32,126,GOOGLE
42997,80,0,32,7,HTTP
45824,443,0,20,91,SSL
55892,443,0,32,122,GMAIL
54759,443,1,32,120,TWITTER
51591,443,0,32,126,GOOGLE
50784,3128,0,20,126,GOOGLE
35857,80,1,32,7,HTTP
2499,3128,0,32,130,HTTP_CONNECT
3128,50598,0,32,131,HTTP_PROXY
54189,3128,0,20,130,HTTP_CONNECT
60522,3128,0,20,126,GOOGLE
55602,3128,0,20,124,YOUTUBE
55204,3128,0,20,130,HTTP_CONNECT
40255,443,0,32,91,SSL
62109,3128,1,20,125,SKYPE
3128,50303,0,20,7,HTTP
52019,3128,0,20,7,HTTP
64484,3128,0,20,131,HTTP_PROXY
41259,443,0,32,91,SSL
52975,3128,1,20,130,HTTP_CONNECT
47909,443,0,20,91,SSL
47636,443,0,32,91,SSL
60240,443,0,32,124,YOUTUBE
49399,3128,1,20,126,GOOGLE
57526,3128,0,20,130,HTTP_CONNECT
50170,3128,0,20,124,YOUTUBE
56121,3128,0,20,126,GOOGLE
3128,60565,0,32,131,HTTP_PROXY
3128,51017,0,20,131,HTTP_PROXY
62963,3128,0,20,131,HTTP_PROXY
51274,3128,1,20,131,HTTP_PROXY
12575,3128,1,20,126,GOOGLE
56305,3128,0,20,126,GOOGLE
50898,443,0,32,91,SSL
55685,3128,1,20,124,YOUTUBE
3128,2725,0,20,131,HTTP_PROXY
3128,50962,1,20,7,HTTP
3128,56491,1,20,7,HTTP
51040,2221,1,32,7,HTTP
58843,443,0,32,91,SSL
52269,3128,0,20,131,HTTP_PROXY
52659,3128,0,20,130,HTTP_CONNECT
55681,443,0,32,126,GOOGLE
55779,3128,0,20,131,HTTP_PROXY
40004,443,0,32,91,SSL
60732,3128,0,20,130,HTTP_CONNECT
52295,443,0,32,91,SSL
49270,80,0,32,178,AMAZON
48035,443,1,32,126,GOOGLE
48231,443,1,32,91,SSL
51714,443,0,32,126,GOOGLE
34872,3128,0,32,126,GOOGLE
3128,61616,1,20,131,HTTP_PROXY
41430,443,0,32,64,SSL_NO_CERT
80,55153,0,32,7,HTTP
40978,443,0,32,126,GOOGLE
1584,3128,0,20,124,YOUTUBE
3128,49675,0,20,7,HTTP
56074,3128,0,20,131,HTTP_PROXY
48102,443,0,32,126,GOOGLE
58796,443,0,32,126,GOOGLE
47398,80,0,32,178,AMAZON
3128,56701,1,20,7,HTTP
3128,51286,1,20,7,HTTP
36008,3128,1,32,125,SKYPE
3128,51711,0,20,131,HTTP_PROXY
44580,80,0,32,126,GOOGLE
49482,3128,1,20,126,GOOGLE
50216,3128,0,20,130,HTTP_CONNECT
52859,3128,0,20,126,GOOGLE
51699,3128,0,20,124,YOUTUBE
56298,3128,0,20,126,GOOGLE
3128,4807,1,20,7,HTTP
52838,3128,1,20,124,YOUTUBE
59379,443,0,32,126,GOOGLE
50169,80,0,32,126,GOOGLE
43116,443,0,32,126,GOOGLE
63657,3128,0,20,124,YOUTUBE
59618,443,0,32,126,GOOGLE
59716,3128,0,20,131,HTTP_PROXY
35400,443,0,32,91,SSL
57032,80,1,32,219,OFFICE_365
50367,3128,0,20,131,HTTP_PROXY
53895,3128,1,20,131,HTTP_PROXY
42010,443,0,32,91,SSL
39282,80,1,32,7,HTTP
443,40716,0,32,126,GOOGLE
54792,443,0,32,126,GOOGLE
53292,3128,1,20,126,GOOGLE
39620,443,0,32,122,GMAIL
43598,443,0,32,91,SSL
51961,3128,0,20,126,GOOGLE
58398,3128,0,20,131,HTTP_PROXY
50126,443,0,32,126,GOOGLE
3128,57217,1,20,131,HTTP_PROXY
46819,443,1,32,91,SSL
2862,3128,0,32,130,HTTP_CONNECT
50898,3128,1,20,130,HTTP_CONNECT
3128,50875,1,20,131,HTTP_PROXY
63968,3128,0,20,147,WINDOWS_UPDATE
80,59191,0,32,7,HTTP
50636,3128,0,20,130,HTTP_CONNECT
51093,3128,0,20,131,HTTP_PROXY
60612,3128,0,20,131,HTTP_PROXY
52325,3128,0,20,130,HTTP_CONNECT
54279,80,0,32,7,HTTP
55894,443,0,32,91,SSL
53209,3128,0,20,126,GOOGLE
3787,3128,0,20,131,HTTP_PROXY
60850,443,1,32,126,GOOGLE
55444,3128,0,20,131,HTTP_PROXY
443,33512,0,32,126,GOOGLE
43308,443,0,32,91,SSL
3128,62720,0,20,7,HTTP
60481,443,0,32,126,GOOGLE
59872,443,0,32,126,GOOGLE
3128,57002,0,20,126,GOOGLE
60800,443,0,32,126,GOOGLE
42365,443,0,32,91,SSL
47593,80,1,32,7,HTTP
57429,443,1,32,91,SSL
36857,443,1,20,91,SSL
52385,3128,0,20,131,HTTP_PROXY
47719,80,0,32,126,GOOGLE
1621,3128,0,32,131,HTTP_PROXY
59492,443,1,32,126,GOOGLE
3128,52239,0,20,131,HTTP_PROXY
59864,3128,0,20,130,HTTP_CONNECT
34904,80,1,32,7,HTTP
60294,3128,0,32,130,HTTP_CONNECT
64953,3128,0,20,126,GOOGLE
443,58235,0,32,126,GOOGLE
36601,443,0,32,124,YOUTUBE
42849,80,1,32,126,GOOGLE
3128,53878,0,20,7,HTTP
35245,443,0,32,125,SKYPE
51544,443,0,32,126,GOOGLE
51981,3128,0,20,130,HTTP_CONNECT
3128,2925,0,20,7,HTTP
57125,3128,0,20,126,GOOGLE
3128,50741,0,20,7,HTTP
57588,443,0,32,124,YOUTUBE
37103,443,0,32,124,YOUTUBE
52283,3128,0,20,126,GOOGLE
3128,60869,1,32,7,HTTP
3128,58074,1,20,7,HTTP
41820,443,0,32,124,YOUTUBE
60863,443,1,32,119,FACEBOOK
50639,443,0,20,91,SSL
36432,3128,0,32,126,GOOGLE
3128,49626,0,20,7,HTTP
3128,49905,1,20,131,HTTP_PROXY
61827,3128,0,20,130,HTTP_CONNECT
61847,3128,0,20,131,HTTP_PROXY
3128,49748,1,32,7,HTTP
50391,3128,0,20,126,GOOGLE
53569,3128,0,20,130,HTTP_CONNECT
57501,3128,0,20,124,YOUTUBE
56774,80,1,32,7,HTTP
53445,3128,0,20,124,YOUTUBE
3128,49438,1,20,131,HTTP_PROXY
3128,51986,1,20,7,HTTP
3128,62281,0,20,7,HTTP
50453,3128,0,20,126,GOOGLE
3128,63388,1,20,7,HTTP
3128,50674,0,20,131,HTTP_PROXY
34017,443,0,32,91,SSL
50547,3128,0,20,131,HTTP_PROXY
3128,1726,1,20,7,HTTP
40936,443,0,32,91,SSL
1473,3128,0,20,131,HTTP_PROXY
49245,3128,0,20,122,GMAIL
39080,443,1,32,126,GOOGLE
54725,3128,0,20,124,YOUTUBE
3128,57051,0,20,131,HTTP_PROXY
3128,65168,1,20,7,HTTP
1499,3128,0,20,130,HTTP_CONNECT
3128,54577,0,20,131,HTTP_PROXY
41425,443,0,32,126,GOOGLE
49434,80,0,32,7,HTTP
51397,3128,0,20,126,GOOGLE
49240,3128,0,20,126,GOOGLE
50158,443,0,32,126,GOOGLE
57101,3128,1,20,124,YOUTUBE
41868,443,0,32,91,SSL
3128,55349,0,20,131,HTTP_PROXY
3128,50954,1,32,131,HTTP_PROXY
34733,443,0,32,126,GOOGLE
49312,3128,0,20,126,GOOGLE
1220,3128,0,32,131,HTTP_PROXY
42949,443,1,32,125,SKYPE
40357,443,0,32,125,SKYPE
59829,80,0,32,7,HTTP
63742,3128,0,20,131,HTTP_PROXY
3128,49774,0,20,131,HTTP_PROXY
80,37115,0,32,178,AMAZON
63235,3128,0,20,126,GOOGLE
51984,443,0,32,126,GOOGLE
34604,443,0,32,126,GOOGLE
443,36170,0,32,126,GOOGLE
34001,3128,1,32,130,HTTP_CONNECT
56153,443,1,32,212,MICROSOFT
44708,80,0,32,7,HTTP
59170,3128,1,20,126,GOOGLE
50077,3128,0,20,126,GOOGLE
41400,80,1,32,178,AMAZON
3128,53493,1,20,7,HTTP
49684,3128,0,20,124,YOUTUBE
3128,51324,0,32,7,HTTP
40990,80,1,32,7,HTTP
3128,50804,1,32,7,HTTP
53731,443,0,32,122,GMAIL
36586,443,0,32,126,GOOGLE
51561,3128,0,20,178,AMAZON
50964,3128,0,20,147,WINDOWS_UPDATE
3128,59586,1,20,7,HTTP
39353,443,0,32,91,SSL
49712,3128,0,20,212,MICROSOFT
57787,443,0,32,126,GOOGLE
1923,3128,1,32,130,HTTP_CONNECT
3128,44314,1,32,7,HTTP
52994,3128,0,20,131,HTTP_PROXY
3128,51411,0,20,131,HTTP_PROXY
56155,443,1,32,126,GOOGLE
54992,3128,0,20,130,HTTP_CONNECT
3128,54525,0,20,131,HTTP_PROXY
60566,3128,0,20,130,HTTP_CONNECT
56429,3128,0,32,130,HTTP_CONNECT
35178,443,0,32,124,YOUTUBE
63428,3128,0,20,130,HTTP_CONNECT
55382,443,0,32,124,YOUTUBE
35234,443,0,32,126,GOOGLE
53926,443,0,32,120,TWITTER
3128,52906,0,20,7,HTTP
48519,443,0,20,91,SSL
51588,3128,0,20,131,HTTP_PROXY
38526,443,0,20,91,SSL
38823,443,1,32,126,GOOGLE
53494,443,0,32,124,YOUTUBE
36722,443,0,32,126,GOOGLE
55311,3128,1,20,124,YOUTUBE
33606,3128,0,32,131,HTTP_PROXY
56520,3128,0,20,126,GOOGLE
3128,54651,0,32,131,HTTP_PROXY
51571,443,0,32,126,GOOGLE
56262,443,1,32,126,GOOGLE
57699,3128,0,20,131,HTTP_PROXY
39668,443,1,32,126,GOOGLE
443,36034,0,32,91,SSL
51884,80,1,32,7,HTTP
41165,443,0,32,126,GOOGLE
3128,56058,1,32,7,HTTP
58270,3128,0,20,126,GOOGLE
443,47101,0,32,126,GOOGLE
52664,443,0,32,91,SSL
3128,52643,0,32,7,HTTP
40312,80,0,32,7,HTTP
49558,3128,0,20,126,GOOGLE
56325,3128,0,20,131,HTTP_PROXY
36180,443,1,32,91,SSL
48809,443,0,20,91,SSL
4520,3128,1,32,7,HTTP
54028,3128,0,20,131,HTTP_PROXY
3128,49793,1,32,7,HTTP
56355,3128,0,20,130,HTTP_CONNECT
55080,443,1,32,91,SSL
53764,443,0,32,126,GOOGLE
35184,443,0,32,124,YOUTUBE
50639,3128,0,20,130,HTTP_CONNECT
49716,3128,0,20,131,HTTP_PROXY
44138,80,0,32,178,AMAZON
3128,1774,1,20,7,HTTP
443,57235,0,32,126,GOOGLE
48653,443,0,32,124,YOUTUBE
37904,80,0,32,175,FTP_DATA
4819,3128,1,20,130,HTTP_CONNECT
50664,443,1,32,126,GOOGLE
443,45224,0,32,126,GOOGLE
59250,443,0,32,91,SSL
46798,443,0,32,124,YOUTUBE
50500,3128,0,20,131,HTTP_PROXY
37438,443,0,32,126,GOOGLE
57727,3128,0,20,130,HTTP_CONNECT
48951,80,0,32,178,AMAZON
58240,80,1,32,7,HTTP
51541,3128,1,20,126,GOOGLE
50678,443,0,32,126,GOOGLE
443,59770,0,32,126,GOOGLE
3146,3128,0,20,131,HTTP_PROXY
52434,3128,0,20,131,HTTP_PROXY
49208,3128,0,20,131,HTTP_PROXY
36828,443,1,32,126,GOOGLE
51004,80,0,32,126,GOOGLE
